id,name,first_name,last_name,title,office_level,office_branch,body,district,party,state,county,municipality,email,phone,website,twitter_handle,twitter_verified,facebook_url,photo_url,source,source_id,scraped_at
CO-MUN-arvada-mayor,Lauren Simpson,Lauren,Simpson,Mayor,municipal,executive,City Council,,,CO,Adams/Jefferson,Arvada,,(720) 898-7000,https://www.arvadaco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.203916+00:00
CO-MUN-brush-mayorprotem,Lawrence A. Lundstrom,Lawrence,A. Lundstrom,Mayor Pro Tem,municipal,executive,City Council,,,CO,Morgan,Brush,,(970) 842-5001,https://www.brushcolo.com,,0,,,cml_directory,,2026-03-06T02:54:34.204292+00:00
CO-MUN-silverplume-mayor,Leonard Berenato,Leonard,Berenato,Mayor,municipal,executive,Town Board,,,CO,Clear Creek,Silver Plume,,(303) 569-2363,,,0,,,cml_directory,,2026-03-06T02:54:34.207722+00:00
CO-MUN-montezuma-mayor,Lesley M. Davis,Lesley,M. Davis,Mayor,municipal,executive,Town Board,,,CO,Summit,Montezuma,,,,,0,,,cml_directory,,2026-03-06T02:54:34.206744+00:00
CO-MUN-campo-mayor,Levi Bachman,Levi,Bachman,Mayor,municipal,executive,Town Board,,,CO,Baca,Campo,,(719) 787-2416,,,0,,,cml_directory,,2026-03-06T02:54:34.204339+00:00
CO-MUN-montezuma-mayorprotem,Levi Corrigan,Levi,Corrigan,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Summit,Montezuma,,,,,0,,,cml_directory,,2026-03-06T02:54:34.206747+00:00
CO-MUN-buenavista-mayor,Libby Fay,Libby,Fay,Mayor,municipal,executive,Town Board,,,CO,Chaffee,Buena Vista,,(719) 395-8643,https://www.buenavistaco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204298+00:00
CO-MUN-federalheights-mayor,Linda S. Montoya,Linda,S. Montoya,Mayor,municipal,executive,City Council,,,CO,Adams,Federal Heights,,(303) 428-3526,https://www.fedheights.org,,0,,,cml_directory,,2026-03-06T02:54:34.205209+00:00
CO-MUN-foxfield-mayor,Lisa Jones,Lisa,Jones,Mayor,municipal,executive,Town Board,,,CO,Arapahoe,Foxfield,,(303) 680-1544,https://townoffoxfield.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205384+00:00
CO-MUN-vilas-mayor,Lisa M. Byrne,Lisa,M. Byrne,Mayor,municipal,executive,Town Board,,,CO,Baca,Vilas,,(719) 523-4044,,,0,,,cml_directory,,2026-03-06T02:54:34.208022+00:00
CO-MUN-eaton-mayorprotem,Liz Heid,Liz,Heid,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Eaton,,(970) 454-3338,https://www.eatonco.org/,,0,,,cml_directory,,2026-03-06T02:54:34.205051+00:00
CO-MUN-alamosa-mayorprotem,Liz Hensley,Liz,Hensley,Mayor Pro Tem,municipal,executive,City Council,,,CO,Alamosa,Alamosa,,(719) 589-2593,https://www.cityofalamosa.org,,0,,,cml_directory,,2026-03-06T02:54:34.203834+00:00
CO-MUN-creede-mayorprotem,Lori Dooley,Lori,Dooley,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Mineral,Creede,,(719) 658-2276,,,0,,,cml_directory,,2026-03-06T02:54:34.204704+00:00
CO-MUN-haxtun-mayorprotem,Lori Lundgren,Lori,Lundgren,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Phillips,Haxtun,,(970) 774-6104,https://townofhaxtun.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205836+00:00
CO-MUN-sterling-mayorprotem,Luke Janes,Luke,Janes,Mayor Pro Tem,municipal,executive,City Council,,,CO,Logan,Sterling,,(970) 522-9700,https://www.sterlingcolo.com,,0,,,cml_directory,,2026-03-06T02:54:34.207854+00:00
CO-MUN-timnath-mayorprotem,Luke Wagner,Luke,Wagner,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Larimer,Timnath,,(970) 224-3211,,,0,,,cml_directory,,2026-03-06T02:54:34.207962+00:00
CO-MUN-lasanimas-mayorprotem,Lynette Wolfe,Lynette,Wolfe,Mayor Pro Tem,municipal,executive,City Council,,,CO,Bent,Las Animas,,(719) 456-1621,,,0,,,cml_directory,,2026-03-06T02:54:34.206342+00:00
CO-MUN-crestedbutte-mayorprotem,Mallika Magner,Mallika,Magner,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Gunnison,Crested Butte,,(970) 349-5338,https://townofcrestedbutte.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204720+00:00
CO-MUN-gilcrest-mayorprotem,Manuel Agripino,Manuel,Agripino,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Gilcrest,,(970) 737-2426,https://www.townofgilcrest.org,,0,,,cml_directory,,2026-03-06T02:54:34.205517+00:00
CO-MUN-lamar-mayorprotem,Manuel Tamez,Manuel,Tamez,Mayor Pro Tem,municipal,executive,City Council,,,CO,Prowers,Lamar,,(719) 336-4376,https://www.ci.lamar.co.us,,0,,,cml_directory,,2026-03-06T02:54:34.206313+00:00
CO-MUN-glenwoodsprings-mayor,Marco L. Dehm,Marco,L. Dehm,Mayor,municipal,executive,City Council,,,CO,Garfield,Glenwood Springs,,(970) 384-6400,https://www.cogs.us,,0,,,cml_directory,,2026-03-06T02:54:34.205555+00:00
CO-MUN-estespark-mayorprotem,Marie Cenac,Marie,Cenac,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Larimer,Estes Park,,(970) 586-5331,https://estespark.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205161+00:00
CO-MUN-arriba-mayor,Marilyn Lightsey,Marilyn,Lightsey,Mayor,municipal,executive,Town Board,,,CO,Lincoln,Arriba,,(719) 768-3381,https://townofarriba.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.203886+00:00
CO-MUN-gunnison-mayorprotem,Marisela Ballesteros,Marisela,Ballesteros,Mayor Pro Tem,municipal,executive,City Council,,,CO,Gunnison,Gunnison,,(970) 641-8000,https://www.gunnisonco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205775+00:00
CO-MUN-lonetree-mayor,Marissa Harmon,Marissa,Harmon,Mayor,municipal,executive,City Council,,,CO,Douglas,Lone Tree,,(303) 708-1818,,,0,,,cml_directory,,2026-03-06T02:54:34.206440+00:00
CO-MUN-evans-mayor,Mark Clark,Mark,Clark,Mayor,municipal,executive,City Council,,,CO,Weld,Evans,,(970) 475-1170,https://www.evanscolorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205179+00:00
CO-MUN-westcliffe-mayorprotem,Mark Dembosky,Mark,Dembosky,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Custer,Westcliffe,,(719) 783-2282,https://townofwestcliffe.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208117+00:00
CO-MUN-superior-mayor,Mark Lacis,Mark,Lacis,Mayor,municipal,executive,Town Board,,,CO,Boulder/Jefferson,Superior,,(303) 499-3675,https://www.superiorcolorado.gov/Home,,0,,,cml_directory,,2026-03-06T02:54:34.207888+00:00
CO-MUN-lasalle-mayorprotem,Marleen Oakes,Marleen,Oakes,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,La Salle,,(970) 284-6931,https://www.lasalletown.com,,0,,,cml_directory,,2026-03-06T02:54:34.206200+00:00
CO-MUN-sanford-mayor,Marlin Reed,Marlin,Reed,Mayor,municipal,executive,Town Board,,,CO,Conejos,Sanford,,(719) 274-4024,https://townofsanford.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207573+00:00
CO-MUN-silverplume-mayorprotem,Martin Gitlin,Martin,Gitlin,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Clear Creek,Silver Plume,,(303) 569-2363,,,0,,,cml_directory,,2026-03-06T02:54:34.207725+00:00
CO-MUN-mountainvillage-mayor,Martinique Prohaska,Martinique,Prohaska,Mayor,municipal,executive,Town Board,,,CO,San Miguel,Mountain Village,,(970) 728-8000,,,0,,,cml_directory,,2026-03-06T02:54:34.206843+00:00
CO-MUN-rye-mayor,Marty Rahl,Marty,Rahl,Mayor,municipal,executive,Town Board,,,CO,Pueblo,Rye,,(719) 489-2011,https://townofrye.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207530+00:00
CO-MUN-stratton-mayor,Matt Brachtenbach,Matt,Brachtenbach,Mayor,municipal,executive,Town Board,,,CO,Kit Carson,Stratton,,(719) 348-5612,https://townofstratton.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207866+00:00
CO-MUN-fruita-mayor,Matthew Breman,Matthew,Breman,Mayor,municipal,executive,City Council,,,CO,Mesa,Fruita,,(970) 858-3663,https://www.fruita.org,,0,,,cml_directory,,2026-03-06T02:54:34.205460+00:00
CO-MUN-sterling-mayor,Matthew Foos,Matthew,Foos,Mayor,municipal,executive,City Council,,,CO,Logan,Sterling,,(970) 522-9700,https://www.sterlingcolo.com,,0,,,cml_directory,,2026-03-06T02:54:34.207851+00:00
CO-MUN-severance-mayor,Matthew Fries,Matthew,Fries,Mayor,municipal,executive,Town Board,,,CO,Weld,Severance,,(970) 686-1218,https://www.townofseverance.org,,0,,,cml_directory,,2026-03-06T02:54:34.207610+00:00
CO-MUN-hudson-mayorprotem,Matthew P. Cole,Matthew,P. Cole,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Hudson,,(303) 536-9311,https://www.hudsoncolorado.org,,0,,,cml_directory,,2026-03-06T02:54:34.205952+00:00
CO-MUN-telluride-mayorprotem,Meehan Fee,Meehan,Fee,Mayor Pro Tem,municipal,executive,Town Board,,,CO,San Miguel,Telluride,,(970) 728-3071,https://www.telluride-co.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207924+00:00
CO-MUN-grover-mayor,Meghan Sears,Meghan,Sears,Mayor,municipal,executive,Town Board,,,CO,Weld,Grover,,(970) 895-2213,,,0,,,cml_directory,,2026-03-06T02:54:34.205757+00:00
CO-MUN-moffat-mayor,Melinda Myers,Melinda,Myers,Mayor,municipal,executive,Town Board,,,CO,Saguache,Moffat,,(719) 256-5114,https://townofmoffat.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206717+00:00
CO-MUN-oakcreek-mayor,Melissa Dobbins,Melissa,Dobbins,Mayor,municipal,executive,Town Board,,,CO,Routt,Oak Creek,,(970) 736-2422,,,0,,,cml_directory,,2026-03-06T02:54:34.206996+00:00
CO-MUN-hartman-mayorprotem,Melissa Venegas,Melissa,Venegas,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Prowers,Hartman,,(719) 940-1480,,,0,,,cml_directory,,2026-03-06T02:54:34.205816+00:00
CO-MUN-northglenn-mayor,Meredith Leighty,Meredith,Leighty,Mayor,municipal,executive,City Council,,,CO,Adams/Weld,Northglenn,,(303) 451-8326,https://www.northglenn.org,,0,,,cml_directory,,2026-03-06T02:54:34.206933+00:00
CO-MUN-jamestown-mayor,Michael Box,Michael,Box,Mayor,municipal,executive,Town Board,,,CO,Boulder,Jamestown,,(303) 449-1806,https://www.jamestownco.org,,0,,,cml_directory,,2026-03-06T02:54:34.206018+00:00
CO-MUN-platteville-mayor,Michael Cowper,Michael,Cowper,Mayor,municipal,executive,Town Board,,,CO,Weld,Platteville,,(970) 785-2245,https://platteville.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207326+00:00
CO-MUN-glendale-mayor,Michael Dunafon,Michael,Dunafon,Mayor,municipal,executive,City Council,,,CO,Arapahoe,Glendale,,(303) 759-1513,https://www.glendale.co.us,,0,,,cml_directory,,2026-03-06T02:54:34.205533+00:00
CO-MUN-johnstown-mayor,Michael Duncan,Michael,Duncan,Mayor,municipal,executive,Town Board,,,CO,Weld/Larimer,Johnstown,,(970) 587-4664,,,0,,,cml_directory,,2026-03-06T02:54:34.206031+00:00
CO-MUN-sawpit-mayor,Michael G. Kimball,Michael,G. Kimball,Mayor,municipal,executive,Town Board,,,CO,San Miguel,Sawpit,,,,,0,,,cml_directory,,2026-03-06T02:54:34.207581+00:00
CO-MUN-denver-mayor,Michael Johnston,Michael,Johnston,Mayor,municipal,executive,City Council,,,CO,Denver,Denver,,(720) 913-4900,https://www.denvergov.org,,0,,,cml_directory,,2026-03-06T02:54:34.204889+00:00
CO-MUN-yampa-mayorprotem,Michael Lewis,Michael,Lewis,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Routt,Yampa,,(970) 638-4511,https://www.townofyampa.com/,,0,,,cml_directory,,2026-03-06T02:54:34.208259+00:00
CO-MUN-dinosaur-mayorprotem,Michael Taylor,Michael,Taylor,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Moffat,Dinosaur,,(970) 374-2286,https://townofdinosaur.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204942+00:00
CO-MUN-haswell-mayor,Michelle Nelson,Michelle,Nelson,Mayor,municipal,executive,Town Board,,,CO,Kiowa,Haswell,,,,,0,,,cml_directory,,2026-03-06T02:54:34.205824+00:00
CO-MUN-aurora-mayor,Mike Coffman,Mike,Coffman,Mayor,municipal,executive,City Council,,,CO,Arapahoe/Adams/Douglas,Aurora,,(303) 739-7000,https://www.auroragov.org,,0,,,cml_directory,,2026-03-06T02:54:34.203993+00:00
CO-MUN-haxtun-mayor,Mike Ensminger,Mike,Ensminger,Mayor,municipal,executive,Town Board,,,CO,Phillips,Haxtun,,(970) 774-6104,https://townofhaxtun.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205833+00:00
CO-MUN-eagle-mayorprotem,Mikel Kerst,Mikel,Kerst,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Eagle,Eagle,,(970) 328-6354,https://www.townofeagle.org,,0,,,cml_directory,,2026-03-06T02:54:34.205037+00:00
CO-MUN-larkspur-mayorprotem,Mindy Kazurova,Mindy,Kazurova,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Douglas,Larkspur,,(720) 828-6210,https://www.townoflarkspur.org,,0,,,cml_directory,,2026-03-06T02:54:34.206327+00:00
CO-MUN-monument-mayor,Mitchell LaKind,Mitchell,LaKind,Mayor,municipal,executive,Town Board,,,CO,El Paso,Monument,,(719) 481-2954,https://www.townofmonument.org,,0,,,cml_directory,,2026-03-06T02:54:34.206792+00:00
CO-MUN-walden-mayorprotem,Naida L. Crowner,Naida,L. Crowner,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Jackson,Walden,,(970) 723-4344,,,0,,,cml_directory,,2026-03-06T02:54:34.208045+00:00
CO-MUN-westminster-mayor,Nancy McNally,Nancy,McNally,Mayor,municipal,executive,City Council,,,CO,Adams/Jefferson,Westminster,,(303) 658-2400,https://www.westminsterco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208140+00:00
CO-MUN-loglanevillage-mayor,Naomi Zuniga,Naomi,Zuniga,Mayor,municipal,executive,Town Board,,,CO,Morgan,Log Lane Village,,(970) 867-8027,https://www.townofllv.com/,,0,,,cml_directory,,2026-03-06T02:54:34.206422+00:00
CO-MUN-manitousprings-mayorprotem,Natalie Johnson,Natalie,Johnson,Mayor Pro Tem,municipal,executive,City Council,,,CO,El Paso,Manitou Springs,,(719) 685-5481,https://www.manitouspringsco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206584+00:00
CO-MUN-kersey-mayor,Nathan Roth,Nathan,Roth,Mayor,municipal,executive,Town Board,,,CO,Weld,Kersey,,(970) 353-1681,https://www.kerseygov.com/,,0,,,cml_directory,,2026-03-06T02:54:34.206077+00:00
CO-MUN-mtcrestedbutte-mayor,Nicholas Kempin,Nicholas,Kempin,Mayor,municipal,executive,Town Board,,,CO,Gunnison,Mt. Crested Butte,,(970) 349-6632,https://mtcb.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206860+00:00
CO-MUN-nederland-mayorprotem,Nichole Sterling,Nichole,Sterling,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Boulder,Nederland,,(303) 258-3266,https://townofnederland.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206897+00:00
CO-MUN-blueriver-mayor,Nick Decicco,Nick,Decicco,Mayor,municipal,executive,Town Board,,,CO,Summit,Blue River,,(970) 547-0545,https://townofblueriver.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204133+00:00
CO-MUN-winterpark-mayor,Nick Kutrumbos,Nick,Kutrumbos,Mayor,municipal,executive,Town Board,,,CO,Grand,Winter Park,,(970) 726-8081,,,0,,,cml_directory,,2026-03-06T02:54:34.208218+00:00
CO-MUN-platteville-mayorprotem,Nick Ralston,Nick,Ralston,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Platteville,,(970) 785-2245,https://platteville.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207329+00:00
CO-MUN-wray-mayorprotem,Nicole Smith,Nicole,Smith,Mayor Pro Tem,municipal,executive,City Council,,,CO,Yuma,Wray,,(970) 332-4431,https://www.cityofwray.org,,0,,,cml_directory,,2026-03-06T02:54:34.208249+00:00
CO-MUN-center-mayorprotem,Nivek Beiriger,Nivek,Beiriger,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Saguache/Rio Grande,Center,,(719) 754-3497,https://townofcenter.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204475+00:00
CO-MUN-englewood-mayor,Othoniel Sierra,Othoniel,Sierra,Mayor,municipal,executive,City Council,,,CO,Arapahoe,Englewood,,(303) 762-2300,https://www.englewoodco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205126+00:00
CO-MUN-paonia-mayor,Paige Waldvogel Smith,Paige,Waldvogel Smith,Mayor,municipal,executive,Town Board,,,CO,Delta,Paonia,,(970) 527-4101,https://townofpaonia.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207229+00:00
CO-MUN-hotchkiss-mayorprotem,Pat Medina,Pat,Medina,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Delta,Hotchkiss,,(970) 872-3663,https://townofhotchkiss.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205930+00:00
CO-MUN-rico-mayor,Patrick Fallon,Patrick,Fallon,Mayor,municipal,executive,Town Board,,,CO,Dolores,Rico,,(970) 967-2861,https://townofrico.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207438+00:00
CO-MUN-alma-mayorprotem,Patrick Gleason,Patrick,Gleason,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Park,Alma,,(719) 836-2712,,,0,,,cml_directory,,2026-03-06T02:54:34.203862+00:00
CO-MUN-otis-mayorprotem,Patrick McCall,Patrick,McCall,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Washington,Otis,,(970) 246-3235,https://townofotis.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207083+00:00
CO-MUN-antonito-mayor,Paul Jiron,Paul,Jiron,Mayor,municipal,executive,Town Board,,,CO,Conejos,Antonito,,(719) 376-2355,,,0,,,cml_directory,,2026-03-06T02:54:34.203874+00:00
CO-MUN-burlington-mayorprotem,Paul Velasco,Paul,Velasco,Mayor Pro Tem,municipal,executive,City Council,,,CO,Kit Carson,Burlington,,(719) 346-8652,https://www.burlingtoncolo.com,,0,,,cml_directory,,2026-03-06T02:54:34.204320+00:00
CO-MUN-westcliffe-mayor,Paul Wenke,Paul,Wenke,Mayor,municipal,executive,Town Board,,,CO,Custer,Westcliffe,,(719) 783-2282,https://townofwestcliffe.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208114+00:00
CO-MUN-blanca-mayor,Paul Wiescamp,Paul,Wiescamp,Mayor,municipal,executive,Town Board,,,CO,Costilla,Blanca,,(719) 379-3461,https://townofblanca.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204125+00:00
CO-MUN-nucla-mayor,Paula Brown,Paula,Brown,Mayor,municipal,executive,Town Board,,,CO,Montrose,Nucla,,(970) 864-7351,https://townofnucla.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206967+00:00
CO-MUN-lajara-mayor,Paula Medina,Paula,Medina,Mayor,municipal,executive,Town Board,,,CO,Conejos,La Jara,,(719) 274-5363,https://townoflajara.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206152+00:00
CO-MUN-lyons-mayorprotem,Paula Williams,Paula,Williams,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Boulder,Lyons,,(303) 823-6622,https://www.townoflyons.com,,0,,,cml_directory,,2026-03-06T02:54:34.206537+00:00
CO-MUN-brighton-mayorprotem,Peter Padilla,Peter,Padilla,Mayor Pro Tem,municipal,executive,City Council,,,CO,Adams/Weld,Brighton,,(303) 655-2000,https://www.brightonco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204238+00:00
CO-MUN-caoncity-mayor,Preston Troutman,Preston,Troutman,Mayor,municipal,executive,City Council,,,CO,Fremont,Cañon City,,(719) 269-9011,https://www.canoncity.org,,0,,,cml_directory,,2026-03-06T02:54:34.204354+00:00
CO-MUN-aspen-mayor,Rachael E. Richards,Rachael,E. Richards,Mayor,municipal,executive,City Council,,,CO,Pitkin,Aspen,,(970) 920-5000,,,0,,,cml_directory,,2026-03-06T02:54:34.203934+00:00
CO-MUN-cortez-mayor,Rachel Medina,Rachel,Medina,Mayor,municipal,executive,City Council,,,CO,Montezuma,Cortez,,(970) 565-3402,https://www.cortezco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204661+00:00
CO-MUN-flagler-mayor,Randy Fagerlund,Randy,Fagerlund,Mayor,municipal,executive,Town Board,,,CO,Kit Carson,Flagler,,(719) 765-4571,https://flagler.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205243+00:00
CO-MUN-fairplay-mayorprotem,Ray Douglas,Ray,Douglas,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Park,Fairplay,,(719) 836-2622,https://www.fairplayco.us,,0,,,cml_directory,,2026-03-06T02:54:34.205191+00:00
CO-MUN-hotsulphursprings-mayor,Ray Tinkum,Ray,Tinkum,Mayor,municipal,executive,Town Board,,,CO,Grand,Hot Sulphur Springs,,(970) 725-3933,https://www.townofhotsulphursprings.com,,0,,,cml_directory,,2026-03-06T02:54:34.205915+00:00
CO-MUN-swink-mayorprotem,Raymond Gonzales,Raymond,Gonzales,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Otero,Swink,,(719) 384-7155,https://townofswinkco.ourlocalview.com,,0,,,cml_directory,,2026-03-06T02:54:34.207908+00:00
CO-MUN-crook-mayor,Renay Anderson,Renay,Anderson,Mayor,municipal,executive,Town Board,,,CO,Logan,Crook,,(970) 886-2222,,,0,,,cml_directory,,2026-03-06T02:54:34.204761+00:00
CO-MUN-avon-mayorprotem,Rich Carroll,Rich,Carroll,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Eagle,Avon,,(970) 748-4000,https://www.avon.org,,0,,,cml_directory,,2026-03-06T02:54:34.204019+00:00
CO-MUN-frisco-mayor,Rick Ihnken,Rick,Ihnken,Mayor,municipal,executive,Town Board,,,CO,Summit,Frisco,,(970) 668-5276,https://www.friscogov.com,,0,,,cml_directory,,2026-03-06T02:54:34.205443+00:00
CO-MUN-walsenburg-mayorprotem,Rick Jennings,Rick,Jennings,Mayor Pro Tem,municipal,executive,City Council,,,CO,Huerfano,Walsenburg,,(719) 738-1048,https://www.walsenburg.org/,,0,,,cml_directory,,2026-03-06T02:54:34.208066+00:00
CO-MUN-timnath-mayor,Robert Axmacher,Robert,Axmacher,Mayor,municipal,executive,Town Board,,,CO,Larimer,Timnath,,(970) 224-3211,,,0,,,cml_directory,,2026-03-06T02:54:34.207959+00:00
CO-MUN-lakeside-mayor,Robert Bernhardt,Robert,Bernhardt,Mayor,municipal,executive,Town Board,,,CO,Jefferson,Lakeside,,(303) 458-1062,https://www.lakeside.town/,,0,,,cml_directory,,2026-03-06T02:54:34.206262+00:00
CO-MUN-calhan-mayor,Roger Lemesany,Roger,Lemesany,Mayor,municipal,executive,Town Board,,,CO,El Paso,Calhan,,(719) 347-2586,https://www.calhan.co,,0,,,cml_directory,,2026-03-06T02:54:34.204330+00:00
CO-MUN-rangely-mayor,Ron Granger,Ron,Granger,Mayor,municipal,executive,Town Board,,,CO,Rio Blanco,Rangely,,(970) 675-8476,https://townofrangely.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207403+00:00
CO-MUN-vilas-mayorprotem,Rusty Allen,Rusty,Allen,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Baca,Vilas,,(719) 523-4044,,,0,,,cml_directory,,2026-03-06T02:54:34.208025+00:00
CO-MUN-hayden-mayor,Ryan Banks,Ryan,Banks,Mayor,municipal,executive,Town Board,,,CO,Routt,Hayden,,(970) 276-3741,https://www.haydencolorado.com,,0,,,cml_directory,,2026-03-06T02:54:34.205853+00:00
CO-MUN-simla-mayor,Ryan Fulmer,Ryan,Fulmer,Mayor,municipal,executive,Town Board,,,CO,Elbert,Simla,,(719) 541-2468,,,0,,,cml_directory,,2026-03-06T02:54:34.207774+00:00
CO-MUN-seibert-mayorprotem,Ryan Jarnagin,Ryan,Jarnagin,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Kit Carson,Seibert,,(970) 664-2323,,,0,,,cml_directory,,2026-03-06T02:54:34.207601+00:00
CO-MUN-basalt-mayorprotem,Ryan Slack,Ryan,Slack,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Eagle/Pitkin,Basalt,,(970) 927-4701,https://www.basalt.net,,0,,,cml_directory,,2026-03-06T02:54:34.204032+00:00
CO-MUN-marble-mayor,Ryan Vinciguerra,Ryan,Vinciguerra,Mayor,municipal,executive,Town Board,,,CO,Gunnison,Marble,,(970) 384-0761,https://www.townofmarble.com,,0,,,cml_directory,,2026-03-06T02:54:34.206604+00:00
CO-MUN-westminster-mayorprotem,Sarah Nurmela,Sarah,Nurmela,Mayor Pro Tem,municipal,executive,City Council,,,CO,Adams/Jefferson,Westminster,,(303) 658-2400,https://www.westminsterco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208142+00:00
CO-MUN-southfork-mayorprotem,Sarah Sparrow,Sarah,Sparrow,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Rio Grande,South Fork,,(719) 873-0152,https://townofsouthfork.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207808+00:00
CO-MUN-eaton-mayor,Scott Moser,Scott,Moser,Mayor,municipal,executive,Town Board,,,CO,Weld,Eaton,,(970) 454-3338,https://www.eatonco.org/,,0,,,cml_directory,,2026-03-06T02:54:34.205048+00:00
CO-MUN-mountainvillage-mayorprotem,Scott Pearson,Scott,Pearson,Mayor Pro Tem,municipal,executive,Town Board,,,CO,San Miguel,Mountain Village,,(970) 728-8000,,,0,,,cml_directory,,2026-03-06T02:54:34.206845+00:00
CO-MUN-eagle-mayor,Scott Turnipseed,Scott,Turnipseed,Mayor,municipal,executive,Town Board,,,CO,Eagle,Eagle,,(970) 328-6354,https://www.townofeagle.org,,0,,,cml_directory,,2026-03-06T02:54:34.205034+00:00
CO-MUN-berthoud-mayorprotem,Sean Murphy,Sean,Murphy,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Larimer/Weld,Berthoud,,(970) 532-2643,https://www.berthoud.org,,0,,,cml_directory,,2026-03-06T02:54:34.204092+00:00
CO-MUN-rifle-mayor,Sean Strode,Sean,Strode,Mayor,municipal,executive,City Council,,,CO,Garfield,Rifle,,(970) 665-6400,https://www.rifleco.org,,0,,,cml_directory,,2026-03-06T02:54:34.207471+00:00
CO-MUN-debeque-mayor,Shanelle L. Hansen,Shanelle,L. Hansen,Mayor,municipal,executive,Town Board,,,CO,Mesa,De Beque,,(970) 283-5475,https://townofdebeque.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204796+00:00
